LABEL_SELECT_UNIT,地图名称
LABEL_PLEASE_WAIT,选择单位
LABEL_SOUND_EFFECTS,请等待...
LABEL_MUSIC,音效
LABEL_CAMERA_SHAKE,音乐
LABEL_AUTO_FOLLOW,镜头抖动
LABEL_ZOOM_LEVEL,镜头自动跟踪
LABEL_BIGGER,缩放级别
LABEL_SMALLER,放大
LABEL_WINDOW,缩小
LABEL_FULL_SCREEN,窗口
LABEL_DIFFICULTY,全屏
LABEL_WINS,难度
LABEL_SETTINGS,胜利
LABEL_QUIT_GAME,设置
LABEL_RUN_DEMO,退出游戏
"LABEL_MAP EDITOR",开始演示
LABEL_ONLINE,地图编辑器
LABEL_MISSION,联网模式
LABEL_BLUE_TEAM,任务
LABEL_RED_TEAM,蓝方军团
LABEL_START,红队
LABEL_MISSION_COMPLETED,开始游戏
LABEL_PREVIOUS,远征通关
LABEL_NAME,上一个
LABEL_WORKSHOP_UNITS,名称
LABEL_WORKSHOP_BUILDINGS,单位
LABEL_WORKSHOP_TERRAIN,建筑物
LABEL_WORKSHOP_FILES_MANAGER,地形
LABEL_WORKSHOP_PICK_MAP,文件管理器
LABEL_WORKSHOP_FILE_SAVED,选择地图
LABEL_WORKSHOP_TOOLBOX,文件已保存
LABEL_WORKSHOP_UNDO_BUILD,工具箱
LABEL_WORKSHOP_MOVE_MAP,撤销建造
LABEL_WORKSHOP_BUILD_TERRAIN,移动地图
LABEL_WORKSHOP_SELECTED_TOOL,建造地形
LABEL_WORKSHOP_CREATE,选择工具
LABEL_WORKSHOP_SIZE,创建
LABEL_WORKSHOP_CLEAR_LAYERS,大小
LABEL_WORKSHOP_EREASE,清除图层
LABEL_WORKSHOP_PLAIN,清除
LABEL_WORKSHOP_DIRT,平原
LABEL_WORKSHOP_FOREST,泥土
LABEL_WORKSHOP_MOUNTAIN,森林
LABEL_WORKSHOP_RIVER,山脉
LABEL_WORKSHOP_BRIDGE,河流
LABEL_WORKSHOP_CITY,桥梁
LABEL_WORKSHOP_RUBBLE,城市
LABEL_WORKSHOP_STATUE,瓦砾堆
LABEL_WORKSHOP_FENCE,雕像
LABEL_WORKSHOP_ROAD#1,栅栏
LABEL_WORKSHOP_ROAD#2,道路#1
LABEL_WORKSHOP_HQ,道路#2
LABEL_WORKSHOP_BARRACKS,总部
LABEL_WORKSHOP_FACTORY,兵营
LABEL_WORKSHOP_AIRPORT,工厂
LABEL_WORKSHOP_SPAWN,机场
LABEL_WORKSHOP_GSM_TOWER,出兵口
LABEL_WORKSHOP_TOWER,通信塔
LABEL_WORKSHOP_INFANTRY,塔
LABEL_WORKSHOP_TANK,步兵
LABEL_WORKSHOP_HELI,坦克
LABEL_WORKSHOP_CIVILIAN,直升机
LABEL_WORKSHOP_CONCRETE,平民
MSG_NO_ENOUGH_AP,"混凝土"
MSG_START_YOUR_TURN_NOW,"AP不足"
MSG_EMPTY_DISPLAY,"现在轮到你了！"
MSG_GAME_DESCRIPTION_1,&lt; 没有要显示的内容&#000a;&lt; 选择单位或建筑
MSG_GAME_DESCRIPTION_2,自由*&开源
MSG_FREE_AS_FREEDOM,"回合制战略游戏"
MSG_INDIE_GAME,"*自由，是freedom的自由，而不是free beer的免费"
MSG_WORKSHOP_USE_UNIQUE_NAME,"独立游戏&#000a;设计 &amp; &#000a;开发"
MSG_WORKSHOP_CREATE_NEW_ISLAND,"使用独特的名称"
MSG_WORKSHOP_LOSE_MAP_DATA,"创建新岛屿"
LABEL_GAME_OVER,您将失去地图数据！
LABEL_DOMINATION,游戏结束
LABEL_MOVES,占领
LABEL_DEPLOYED,移动
LABEL_ELIMINATED,部署
LABEL_BLUE,消灭
LABEL_RED,蓝队
LABEL_TIME,红队
LABEL_TOTAL_SCORE,时间
LABEL_PLAYERS_TIME,总分数
LABEL_MENU,玩家用时
LABEL_PLAY_AGAIN,菜单
LABEL_REQUIES_RESTART,再玩一次
LABEL_LANGUAGE,需要重启地图
LABEL_OVERSCAN,语言
LABEL_GAME_TIME,过扫描
LABEL_TURNS,游戏时间
LABEL_BLUE_WINS,回合
LABEL_RED_WINS,蓝队获胜
LABEL_PLAYING_AS,红队获胜
LABEL_MAPS,扮演
LABEL_PAGE,地图
LABEL_WORKSHOP_SAVE,页面
LABEL_WORKSHOP_LOAD,保存
LABEL_MAP_TO_UPLOAD,加载
LABEL_PROCEED_QUESTION,要上传的地图
LABEL_UPLOAD_MAP,继续？
LABEL_UPLOAD,上传地图
LABEL_CANCEL,上传
TIP_COMPLETE_MAP_FIRST,取消
LABEL_GOT_IT,你需要先在遭遇战模式下完成此地图，才能上传它。
LABEL_ONLINE_MENU,知道了！
MSG_ONLINE_MENU_DESC,"在线地图"
TIP_UPLOADING_WAIT,下载新地图或与世界分享您自己的创作！
TIP_UPLOADING_SUCCESS,正在上传！请稍候。
TIP_UPLOADING_FAIL,上传成功！现在你可以与你的朋友分享你的新地图代码：
LABEL_DONE,上传失败。请稍后再试。
TIP_WELCOME_ONLINE,"完成"
TIP_NEED_REGISTER,欢迎来到ToF Online！
LABEL_REGISTER,在你开始使用在线选项之前，我们需要在我们的在线系统中注册你的设备。
LABEL_LATER,注册
LABEL_REGISTER_PLAYER,以后再说
TIP_REQUESTING_PLAYER_ID,注册玩家
TIP_REQUESTING_PLAYER_FAIL,正在请求玩家的ID！请等待。
TIP_REQUESTING_PLAYER_SUCCESS,"请求玩家ID失败。请稍后再试。"
LABEL_DOWNLOAD_MAP,请求玩家ID成功。欢迎来到ToF Online！
TIP_INPUT_CODE,下载地图
LABEL_DOWNLOAD,请输入地图代码
TIP_DOWNLOADING_WAIT,下载
TIP_MAP_DOWNLOAD_SUCCESS,正在下载地图！请等待。
TIP_MAP_DOWNLOAD_FAIL,地图已下载完成。
LABEL_VERSION,无法下载地图。请检查代码是否正确并重试。
TITLE_GAMEPAD_CONFIG,版本
LABEL_PREVIOUS_UNIT,游戏手柄图示
LABEL_NEXT_UNIT,选取上一个单位
LABEL_SELECTOR_MOVEMENT,选取下一个单位
LABEL_GAME_MENU_MOVEMENT,移动选取框
LABEL_END_TURN,菜单导航
LABEL_BACK_TO_MENU,结束我的回合
LABEL_SELECT,打开主菜单
LABEL_DEPLOY_UNIT,实施行动
LABEL_GAMEPAD_INFO,购买新单位
LABEL_WORKSHOP_THEME,游戏手柄说明
LABEL_SUMMER,地图主题
LABEL_FALL,夏季
LABEL_WINTER,秋季
LABEL_WORKSHOP_FAILURE,冬季
MSG_WORKSHOP_FILE_ERROR_NAME,"操作失败"
MSG_WORKSHOP_FILE_NOT_FOUND,"地图名称只能包含字母数字和下划线符号。"
MSG_WORKSHOP_CHECK_TYPOS,"指定名称的地图不存在。"
LABEL_OK,请重新检查文件名
LABEL_NEXT_TURN,确认
LABEL_CPU_TURN,"结束回合"
LABEL_REFRESHING_MATCHES,CPU 回合
TIP_REFRESHING_WAIT,正在刷新比赛
LABEL_CREATE_MATCH,正在刷新在线比赛列表。请稍候...
MSG_CONFIRM_CREATE,"创建比赛"
LABEL_PROCEED,您想主持一个新比赛吗？
LABEL_PICK_SIDE,继续
MSG_PICK_SIDE,"选择阵营"
MSG_SELECTED_MAP,"选择您想扮演的一方"
MSG_SELECTED_SIDE,"选择的地图："
MSG_READY_TO_CREATE,"选择的一方："
MSG_CREATING_MATCH_WAIT,"创建比赛？"
LABEL_FAILURE,正在创建新的比赛。请稍候...
MSG_OPERATION_FAILED,"操作失败"
LABEL_JOIN_MATCH,网络操作失败。请检查您的互联网连接并重试。
MSG_INPUT_MATCH_CODE,"加入一场比赛"
LABEL_JOIN,输入比赛加入代码
MSG_ALREADY_IN_MATCH,"加入"
MSG_FETCHING_MATCH_DETAILS,"您已经在那个比赛中了"
MAG_AVAILABLE_SIDE,"获取比赛详情。请稍候..."
MAG_PROCEED_JOIN,"AVAILABLE SIDE: "
MSG_JOINING_MATCH_WAIT,"JOIN THIS MATCH?"
LABEL_MATCH_CODE,加入比赛。请稍候...
LABEL_YOUR_TURN,比赛代码：
LABEL_ENEMY_TURN,你的回合
LABEL_YOU_WIN,对手回合
LABEL_YOU_LOSE,你赢了
LABEL_NEW_MATCH,你输了
LABEL_MATCH_IN_PROGRESS,新比赛
LABEL_MATCH_ENDED,进行中
LABEL_MATCH_FORFEIT,比赛结束
LABEL_MAP_CODE,对手离开
LABEL_INVALID_MATCH,地图：
LABEL_ABANDON_MATCH,无效比赛
MAG_ABANDON_MATCH,"放弃比赛"
LABEL_CLEAR_SLOT,ARE YOU SURE YOU WANT TO ABANDON THIS MATCH? YOU WILL NOT BE ABLE TO CONTINUE THIS GAME.
MSG_CLEARING_SLOT_WAIT,"清除游戏房间"
LABEL_SHOW_REPLAY,正在清除游戏房间。请稍候...
MSG_SHOW_REPLAY,"显示回放"
LABEL_REPLAY,您想回看对手的回合吗？
LABEL_SKIP,重启游戏
LABEL_LOADING_MATCH,跳过
MSG_LOADING_MATCH_WAIT,"正在加载比赛"
MSG_OPPONENT_WAIT,"正在加载比赛数据。请稍候..."
MSG_CHECKING_STATE,"等待对手..."
LABEL_REPLAYING_MOVES,检查新动作...
LABEL_REFRESH,重新进行回合
LABEL_MULTIPLAYER,刷新
LABEL_CREATE,多人游戏
LABEL_FORFEIT,创建
LABEL_CLEAR,放弃
LABEL_HELP,清除
MSG_MULTIPLAYER_WELCOME,"帮助"
TIP_ONLINE_HELP_1,欢迎来到ToF多人游戏！
TIP_ONLINE_HELP_2,"要开始一个新游戏，请按下一个游戏房间上的“创建”按钮。如果按钮被禁用，这意味着你需要先下载在线地图。请访问http://online.tof.p1x.in找一些！一旦你主持了一场比赛，请把比赛代码给你的朋友加入。"
TIP_ONLINE_HELP_3,在比赛中，你或你的对手进行回合没有时间限制。记住，在等待你的回合时不要闲下来 - 你可以自由参与战役、遭遇战或加载到不同的多人比赛中！退出游戏也是一个选择，但你会这样做吗？
MSG_SPAWN_BLOCKED,"您最多只能创建四个游戏房间，清除那些已经结束的游戏房间。"
MSG_MULTIPLAYER_LOBBY_HEADLINE,"出兵口受阻"
MSG_MULTIPLAYER_LOBBY_SUB,"在线多人游戏大厅"
LABEL_WORKSHOP_CLEAR_MAP,您最多可以同时进行四场游戏
MSG_WORKSHOP_FILL_MAP,"清除地图上所有东西"
LABEL_WORKSHOP_TILES,用草坪地块填充地图
LABEL_PREVIEW,格子
MSG_ASK_UPLOAD,"预览"
LABEL_GFX,开始上传地图？
LABEL_SOUND,画面
LABEL_TOOLTIPS,声音
LABEL_CURRENT_TEAM,物品提示
LABEL_CURRENT_MAP,当前队伍
LABEL_AI_SPEED,当前地图
LABEL_CAMERA_MOVE_TO_BUNKER,AI速度
LABEL_CAMERA_SPEED,镜头移回总部
LABEL_BLUE_TEAM_TURN,镜头速度
LABEL_RED_TEAM_TURN,蓝队回合
LABEL_NO_MORE_MOVES,红队回合
